"name","samaksa","tips","statuss","vertejums","klase","garums","symb","latitude","longitude","desc","id","whatjson","apraksts","datums"
"Saukas ezers","bezmaksas","pikniks","parbaudits","rekomendets","vidēja",,"Campground",56.2558,25.46997,"Ļoti jauka atpūtas vieta pie skaistā Saukas ezera. Ideāla nakts vieta teltij. Ja piemēram piektdienas vakarā izbrauc no Rīgas, šeit nokļūst tieši uz nakšņošanas laiku. Ir galdi, tualete, ugunskura vieta, peldvieta. Atrodas nomaļā vietā, ceļa galā, garām neviens nebraukā un nestaigā.","saukas-dabas-parks","none","true","08/09/2014"
"Saulrieta taka","bezmaksas","taka","parbaudits","standarta","vidēja",3.6,"Trail Head",57.23362,24.39314,"3.6KM gara taka no Baltās kāpas līdz Pēterupei. Iespējams doties pat tālāk, līdz Zvejniekciemam (kopā 11KM). Takas sākumā un beigās ir laipas un marķējums, vidus posms vairāk vai mazāk ir vienkārši nemarķēta meža taciņa vai maršruts pa pludmali. Vairāk info <a href='https://dl.dropboxusercontent.com/u/363993/takas-saulkrasti.pdf'>TIC kartē</a>","none","none",,
"Sedas purva tornis","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",57.71,25.7185,"Sedas purvs un pilsēta ir savdabīga un ļoti interesanta apkārtne, pilsētā joprojām jaušams padomju gars. Uz šo torni atbraukt no Sedas nevar, tikai no Jērcēniem. Uz norādēm rāda, ka šeit ir taka, bet tas ir 12KM maršruts pa ceļiem, tā ka šķiet nav vērts. Šis tornis ir nesen uzbūvēts, un pie tā piekļūst no Jērcēnu puses.","sedas-purvs","none","true","06/08/2015"
"Sedas purva tornis 2","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",57.6831054,25.7603254,"Sedas purvs un pilsēta ir savdabīga un ļoti interesanta apkārtne, pilsētā joprojām jaušams padomju gars. Norādītajā vietā ir putnu vērošanas tornis, dabas takas var ignorēt, jo tās vienkārši ir 12Km pa ceļiem.","none","none",,
"Senču svētkalniņa atpūtas vieta","bezmaksas","pikniks","parbaudits","rekomendets","vidēja",,"Campground",56.831173,24.403456,"Netālu no Daugmales pilskalna uz ceļa ir norāde Senču Svētkalniņš, tuvāk parādās arī norāde uz atpūtas vietu. Galdi, soli un tualetes ir uzstādītas nesen, viss ir svaigs un tīrs. Ir ugunskura vieta, galds ar soliem zem jumta, wc.","svetkalnins","none","true","02/14/2015"
"Sēravots pie Gaujas","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",57.268033,26.553522,"Atpūtas vieta pie Gaujas. Sēravots.","none","none",,
"Sietiņiezis un taka","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",57.43068,25.38287,"Sietiņiezis ir iespaidīgs baltā smilšakmens atsegums, lielākais Latvijā. Šeit ir piknika vietas, pārgājienu takas, skati uz Gauju. Ideāla vieta kur pavadīt pēcpusdienu","none","none",,
"Sigulda Līgatne","bezmaksas","taka","neparbaudits","standarta","grūta",20.5,"Trail Head",57.1706,24.8623,"20.5KM gara vienvirziena taka no Siguldas centra līdz Līgatnes dabas takām. <b>Marķēta ar Ziliem rombiem</b>. <a href='http://www.gnp.lv/print/185'>GNP info</a>","none","none",,
"Sildu Siksalas taka","bezmaksas","taka","slikts","standarta","vidēja",2.8,"Trail Head",56.66017,26.35145,"Tikai ar gidu. Teiču dabas rezervātā – Sildu apkārtnē šogad tapusi jauna purva taka 2,8 km garumā un skatu platforma pie Siksalas. Tā kā taka atrodas lieguma zonā, tās apmeklējumu jāsaskaņo ar oficiālo gidu. Telefons 28333415","none","none",,
"Skaņākalna taka","maksas","taka","parbaudits","rekomendets","vidēja",6,"Trail Head",57.8632307,25.0260725,"Taka aptver Salacas senlejas krāšņāko posmu ar  smilšakmens atsegumiem, alām, avotiem, priežu mežaudzi. Te ir lieliska atpūtas vieta. Papildus dabas brīnumiem gar taku ir izliktas īpaši veidotas koka skulptūras un interaktīvi koka objekti. Tiešām skaists un interesants maršruts, ar ļoti daudz izklaides iespējām bērniem, un fantastiskiem skatiem. Ieeja 1.5Eur no cilvēka, vai 5eur no auto, taču auto ieteicams iekšā nebraukt, jo tad palaiž garām visu interesanto taku, un nonāk tikai parkingā.","skanaiskalns","none","true","06/08/2015"
"Skrīveru dabas taka","bezmaksas","taka","neparbaudits","standarta","grūta",8,"Trail Head",56.61734,25.0538,"Aptuveni 8km gara taku sistēma pie Skrīveru Dendrārija. Norādes vietām ir pazudūšas, taču taku iespējams iziet, ja sekosiet Openstreetmap iezīmētajam maršrutam","none","none",,
"Šlīteres dabas taka","bezmaksas","taka","parbaudits","standarta","viegla",1.3,"Trail Head",57.6287644,22.2891495,"Nesen atjaunotā taka atrodas pie Šlīteres bākas, Slīteres nacionālā parka dabas rezervāta (stingrā režīma) zonā. Taka ved pa Zilo kalnu krauju ar mazskartiem platlapju mežiem, tās pakājē augošajiem pārmitrajiem skujkoku mežiem, kā arī zāļu purvu uz kaļķainām augsnēm. Takas malā aplūkojama parastā īve -- viena no četrām Latvijas skujkoku sugām, Latvijā reta un izzūdoša koku suga. Nelielā teritorija, kuru šķērso Slīteres dabas taka ir dzīves vieta daudzām Latvijā un Eiropā īpaši aizsargājamām augu un dzīvnieku sugām, dažas no tām nekur citur mūsu valstī nav atrastas.","sliteres-taka","none","true","23/08/2015"
"Slokas ezera dabas taka","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",56.95731,23.54637,"Slokas ezera krastā izvietots putnu tornis un laipas pa interesantu vidi, gar ezeru. Laipa ir 3.2km gara, taču iespējams vienkārši pa to paiet, un nākt atpakaļ. Ja tomēr ejat visu, uz beigām kā atlīdzība bērniem, ir dažas interesantas aktivitātes (iešana pa dēli, pa virvi, izvairīšanās no maisiem utt)","slokas","none",,
"Slokas ezera putnu tornis","bezmaksas","tornis","parbaudits","standarta","viegla",,"Oil Field",56.957612319,23.547032475,"Putnu vērošanas tornis pie Slokas ezera","none","none",,
"Smiltiņkalns","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",56.854922,22.749994,"Šī ir Austrumkurzemes augstienes un Tukuma rajona augstākā vieta, atrodas Zantes pagastā. Uzkāp pa kāpnēm kalnā uz skatu platformu. Atpūties koka lapenē ar galdu, soliem un iekārtotu ugunskura vietu.","atputa-smiltinkalns","none","true","09/06/2015"
"Špakovska parks","bezmaksas","parks","parbaudits","standarta","viegla",,"Park",56.80233,24.63524,"Dendroloģiskais parks Lazdukalni, tautā saukts par Špakovska parku. Tajā ir vairāk kā 7000 stādījumu, 412 dažādu koku sugu, košumkrūmu un citu stādījumu. Uz kalna virsotni ved 100 pakāpienu kāpnes, tā galā dīķis ar Mīlestības saliņu un ūdensrozēm. No skatu platformas paveras skats uz pasakainu apkārtni","none","none","true",09/05/2015
"Stiglovas grava","bezmaksas","taka","parbaudits","standarta","vidēja",3.5,"Trail Head",57.0389982,27.5578813,"Šis maršruts vairāk patiks neskartā meža cienītājiem. Gandrīz nav infrastruktūras, bieži jābrien pa krūmiem, tumša, šaura taka. Te saglabājusies mazpārveidota dabiska ieleja – 2 km posmā izteikta grava ar stāvām nogāzēm, kur vērojami balto un brūnisārto devona smilšakmeņu atsegumi.","stiglovas-taka","none","true","07/25/2015"
"Strenču pilsētas taka","bezmaksas","taka","parbaudits","rekomendets","vidēja",5.5,"Trail Head",57.628508,25.712355,"Maršruti no 1-5.5 km garumā, ir piknika vietas. Ļoti skaists mežs, gauja.","none","none",,
"Stutkas dabas takas","bezmaksas","taka","slikts","standarta","vidēja",,"Trail Head",56.569956,26.468389,"Nav nekādu pazīmju, ka šeit jebkad bijusi kāda taka. (Vecais -- Stutkas pussala - plaša, Teiču purvā iestiepusies zemes platība. Stutkas pussalā atrodas apskates objekti, kur var redzēt kādreiz bieži apdzīvotās vecticībnieku sādžas mājas vietas. Putnu un zvēru vērošana no skatu torņiem. Pussala pārsvarā aizņem pļavas ar daudziem vērtīgiem un aizsargājamiem augiem. Teiču purvā – līdz Teiču dabas rezervāta robežai izbūvēta ērta taka purva ekosistēmas aplūkošanai. Tā kā taka atrodas lieguma zonā, tās apmeklējumu jāsaskaņo ar oficiālo gidu. Telefons 28333415)","none","none",,"07/25/2015"
"Svētes piknika vieta","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",56.6921,23.63171,"Svētes upes krastā ierīkoti galdiņi un ugunskura vieta piknikam","none","none",,
"Tālivalža grava","bezmaksas","taka","parbaudits","standarta","viegla",0.63,"Trail Head",56.255963,25.552021,"Dabas taka ar aktivitāšu elementiem, ugunskura vietu un lapenīti. Taku veidojuši vietējie iedzīvotāji, kopā ar ārzemju studentiem, taču taka ir novecojusi un vietām sliktā stāvoklī.","talivalza-grava","none","true","08/09/2014"
"Tērvetes dabas parks","maksas","parks","parbaudits","standarta","vidēja",,"Park",56.48766,23.37283,"Tērvetē ir ļoti liela teritorija ar dažādām aktivitātēm, ir gan Mammadaba (LVM) info centrs, gan ēstuve, gan ļoti liels daudzums dažādu pastaigu taku, ar pasaku tēliem un namiņiem, kā arī spēļu laukumi utt.","tervetes-dabas-parks","none","true","01/18/2014"
"Tērvetes tornis","bezmaksas","tornis","slikts","standarta","vidēja",,"Oil Field",56.504008,23.400435,"Atrodas privātā LVM teritorijā, lai iebrauktu ir jāmaksā. Tornis pie Tērvetes ūdenskrātuves","none","none",,
"Timsmales baltezers","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",56.6311,26.18959,"Labiekārtotas atpūtas vietas pie Timsmales Baltezera. Populārs vietējo vidū, iespējams vietas atbrīvojas tikai vēlu. Viens no izcilākajiem Latvijas dzidrūdens ezeriem – ar mazmineralizētu ūdeni, mezotrofajiem hidroķīmiskajiem rādītājiem, izcilu īpaši aizsargājamās sugas - šaurlapu ežgalvītes atradni. Dabas liegums izveidots, lai saglabātu ES nozīmes ezeru biotopu ","none","none",,"07/25/2015"
"Tīrumnieku purva taka","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",56.717542,26.946231,"Jauka neliela taka, kas iet pa apli, ļoti skaists ezers, dažādas atpūtas vietas","tirumnieku-taka","none","true","07/30/2014"
"Titurgas ezera taka","bezmaksas","taka","slikts","standarta","viegla",1,"Trail Head",56.8731,24.13236,"Taku izņēmām, jo tā īsti neatbilst mūsu augstajiem standartiem un vairāk ir vienkārši taka ap ezeru, kā jebkurš cits iemīts maršruts. Vecais apraksts: Reizēm nekur tālu negribas braukt, tikai pastaigāt rajonā kurā nav būts - te lieliska iespēja apmest nelielu loku ap jauku ezeriņu. Pa ceļam tiltiņš, niedres, meža taka, pludmale","titurga","none","true","02/14/2015"
"Tolkāja tornis","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",56.64875,26.45573,"Jauns tornis pie Teiču rezervāta, šobrīd te atrodas tikai tornis, taču šķiet plānojas arī citas aktivitātes. Piemērots tieši putnu vērošanai. ","tolkaja","none",,
"Ūdenstūristu nakšņošanas vieta pie Pededzes","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",57.281746,27.085094,"Atpūtas vieta pie Pededzes upes. Plašs laukums teltīm, iespēja piebraukt ar auto, ir malka, vieta ugunskuram. Upe grūti pieejama, visai stāvs krasts, būtu grūti uznest laivu. ","pededzes","none",,"07/19/2015"
"Ūdru kalna skatu tornis","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",57.21099,22.216038,"Šeit atrodas 2006. gadā LVM būvēts 26,5m augsts skatu tornis, no kura paveras lielisks skats uz apkartejo vidi - Usmas ezeru un tā salam. Līdz tornim ved neliela grantēta taka un patrunējušas koka trepes.","udru-tornis","none",,"08/22/2015"
"Ukru gārša","bezmaksas","taka","parbaudits","standarta","vidēja",2,"Trail Head",56.3798781727,23.2103455067,"Ukru gārša ir aizsargājama dabas teritorija, kas plešas 1135 hektāru platībā Bukaišu un Ukru pagastā. Lai to iepazītu, izveidota taka, kuras īsākais loks ir 1550 metrus, bet garākais, kas vairāk aizaudzis, – 2070 metrus garš. Pie ieejas atrodas ugunskura vieta, galds, soliņi un informācijas stends. Takas sākums ir ceļa otrā pusē, pretēji piknika vietai, paraleli grāvim","ukru-garsa","none","true","11/01/2014"
"Ukru gāršas piknika vietas","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",56.3794742244,23.2094711065,"Galdiņš, ugunskura vieta, plaša vieta teltīm. Netālu dabas taka. Ukru gārša ir aizsargājama dabas teritorija, kas plešas 1135 hektāru platībā Bukaišu un Ukru pagastā.","ukru-garsa","none","true","11/01/2014"
"Užavas bāka","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",57.209725,21.415662,"Atpūtas vieta pie jūras","none","none",,
"Užavas grīvas taka","bezmaksas","taka","neparbaudits","standarta","vidēja",3,"Trail Head",57.247411,21.41336,"Taka sākas pie Užavas upes grīvas, kur atrodas automašīnu stāvlaukums un labiekārtota atpūtas vieta ar galdiņiem un telts būvēšanas iespējām. Užavas upes grīva ir viena no retajām vietām Eiropā, kur apskatāma neregulēta upes ietece jūrā.","none","none",,
"Valguma baskāju taka","maksas","taka","parbaudits","standarta","vidēja",1.5,"Trail Head",56.98946,23.31575,"Valguma baskāju taka specifiski paredzēta iešanai basām kājām, lai izbaudītu dažādas virsmas. Ļoti interesanti, un ieteicams visai ģimenei. Takas garums ir 2km, un tā ir cenas vērta. Pieaugušajiem ieejas <b>maksa 4Eur</b>, skolniekiem 2Eur.","valguma-baskaju-taka","none","true","09/01/2013"
"Valguma dabas gleznu taka","bezmaksas","taka","parbaudits","rekomendets","vidēja",3,"Trail Head",56.99007,23.31532,"Trīs kilometru garā taka ved gar Slocenes upi un Valguma ezeru.","dabas-gleznu-taka","none","true","11/23/2014"
"Vasenieku purva taka","bezmaksas","taka","parbaudits","standarta","vidēja",4,"Trail Head",57.35642,22.15384,"Vasenieku purvā 4km purva laipa ar torni, jaukiem tiltiņiem","vasenieku-taka","none","true","09/03/2013"
"Vecupes taka","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",57.17787,23.22156,"Īsa koka laipa līdz pludmalei, kur ierīkoti galdiņi, tualete. Ainaviska vieta. Klusa un mierīga vieta kur atpūsties pie jūras","none","none",,
"Vecvārkavas taka","bezmaksas","taka","neparbaudits","standarta","vidēja",2.5,"Trail Head",56.1974434,26.51443,"Novadam raksturīga augu valsts, dabiskas ainavas, arheoloģiskas celtnes (iekļauta Vārkavas muižas pils un Vārkavas Romas katoļu Vissvētās Trīsvienības baznīca) un kultūrvēsturiskas vietas. Garums 2.5km","none","none",,
"Vedzes dabas taka","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",56.95766,25.43373,"Ļoti aizaugisi, sen nekopta taka, taču tai ir iespējams izsekot, un tā patiks mežonīgākas dabas cienītājiem","vedzes","none",,
"Vekšu taka","bezmaksas","taka","neparbaudits","standarta","vidēja",0.5,"Trail Head",57.69667,26.05285,"Atrodas 2.1 km no Zīles un ir kā turpinājums Zīles dabas takai, tās garums 0.5 km, apmēram 45 minūšu gājienā ar kājām. Dabā iezīmēta taka ar informatīvajiem stendiem par augu daudzveidību sausās un kaļķainās pļavās, par simtgadīgiem ozoliem, kuros mīt lapu koku praulgrauži, par upju palieņu pļavām, par vecupēm un to veidošanos. Iespēja vērot vecupi un atjaunotas pļavas no 2 platformām.","none","none",,
"Velnkalna taka","bezmaksas","taka","parbaudits","standarta","viegla",1,"Trail Head",57.67268,25.27013,"Dabas taka, kas sākas pie Burtnieku skolas autobusa pieturas, aizved līdz Eiķenupes ielejai, Velnakalnam un spirdzinošajam Velnavotiņam. Taka tika izveidota 2006. gadā. Šobrīd sliktā stāvoklī, vietām tiltiņi iebrukuši. Pa ceļam ir avotiņš. Piknika galdiņiem piebraukt nevar, līdz takai gabaliņš ar kājām.","velnakalna-taka","none","true","06/08/2015"
"Ventspils piekraste","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",57.356291,21.499209,"Atpūtas vieta pie jūras","none","none",,
"Ventspils piekraste","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",57.342096,21.47777,"Atpūtas vieta pie jūras","none","none",,
"Vienkoču parks","maksas","parks","parbaudits","standarta","vidēja",,"Park",57.19163,25.05239,"Interesants un paliels parks, kurā uzstādīti dažādi objekti izgrebti no koka. Ir pagara pastaigu taka pa tuvējo apkārtni, objekti ir interesanti, un patiks bērniem. Ir <b>ieejas maksa</b>.","vienkoci","none",,
"Viesatas upesloku takas","bezmaksas","taka","parbaudits","rekomendets","grūta",11,"Trail Head",56.8236003,22.9720596,"Gleznainajos Viesatas upes krastos tiek piedāvāts izstaigāt dabas taku un sarīkot pikniku dabā. Izstaigājot dabas taku būs iespēja apskatīt upes stāvkrastus, 200 gadu vecu priedi, brūno avotiņu, cūku vannu, bebru māju, mežizstrādes laukumu, melnalkšņu audzi, dižbērzu, Spuņņakmeni un daudzus citus objektus. Takas garums vienā virzienā ir 5.1km.","viesatas-upesloku-taka","none","true","03/21/2014"
"Viešūra ezera dabas taka","bezmaksas","taka","parbaudits","standarta","vidēja",1.6,"Trail Head",56.8911085,25.9891576,"1.6km gara taka līdz Viešūra ezeram, taka nav apļveida, jāiet aptpakaļ pa to pašu maršrutu, tātad kopā 3km. Taka sliktā stāvoklī, visai mežonīga, taču daudzveidīga. Ir piknika vietas, tiltiņi, trepītes, sen nav uzkopta","viesura-ezera-taka","none","true","01/11/2014"
"Vikmestes taka","bezmaksas","taka","parbaudits","standarta","vidēja",3,"Trail Head",57.1790199,24.8227603,"Jauna taka Siguldā, 3 km gara, sākas stāvlaukumā Turaidas- Raganas ceļa malā pretī Reiņa trasei (Gravzaķi) un izved līdz Serpentīna ceļa piekājei. Taka ainaviski skaista, vērojami smilšakmens atsegumi. Veicama gan ar kājām, gan velo.","vikmestes-taka","none","true","10/18/2014"
"Virsaišu ūdenskrituma taka","bezmaksas","taka","parbaudits","standarta","vidēja",3,"Trail Head",57.093739,22.546349,"Virsaišu ūdenskritums tika izvēlēts par 2010.gada ģeoloģisko objektu. Aptuveni kilometru garā dabas taka sākas aiz stādu audzētavas 'Mazsili' šosejas Stende-Sabile malā. Taka ir ar krāsu marķēts meža celiņš gar nelielās upītes krastu, tā aizved uz Virsaišu ūdenskritumu un tā dziļo gravu, kur apskatāmi arī nelieli dolomītu iežu atsegumi. Atpakaļceļā iespējams nākt pa ceļu","none","none",,"04/12/2015"
"Vīsraga taka","bezmaksas","taka","slikts","standarta","vidēja",2.7,"Trail Head",57.69766,25.27665,"Burtnieku muiža, viduslaiku pilsdrupas un apkārtnes dabas daudzveidība apvienota vienā stāstā – 2,7 km garā takā, kas sākas pie Burtnieku muižas parka vārtiem un ved līdz putnu vērošanas tornim Burtnieka ezera palieņu pļavā – Vīsraga pļavā. Skaists parks, informācijas stendi.","burtnieku-taka","none","true",
"Vizlas taka","bezmaksas","taka","parbaudits","rekomendets","vidēja",1.5,"Trail Head",57.43061,26.34762,"Fantastisks pastaigu maršruts gar Vizlas upi, skaisti klinšu skati, dolomīta atsegumi, pa ceļam apskatāma arī lauku saimniecība, gigantisks laukakmens, un sens tilts pār Vizlas upi.","vizlas-taka","none","true","05/05/2014"
"Zaķu pļava","bezmaksas","taka","parbaudits","standarta","vidēja",2.5,"Trail Head",56.42337,23.530341,"Atpūtas vietas, dabas takas, un pikniks Vilces dabas parkā. Barona taka ved gar upes stāvkrastiem un ir 2.5km gara","zaku-plava","none","true",
"Zaķu pļava (aiz muižas pie upes)","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",56.418578,23.539242,"Zaķu pļavā izbaudi Vilces pagasta kultūrvēsturi un ievērojamus objektus, padzeries no Lielmātes avotiņa.","none","none",,
"Zaķumuižas dabas taka","bezmaksas","taka","parbaudits","standarta","viegla",1.8,"Trail Head",56.96952,24.48797,"Taka sākas pretim bērnudārzam, un ir astotnieka formā. Ved gar muižas kompleksu, upi, jauka pastaiga interesantā vietā. Taka veidota kā mācību taka bērniem, ir stendi ar sugu aprakstiem un bildēm","zakumuizas","none","true","03/08/2015"
"Zaņas līkloči","bezmaksas","taka","parbaudits","standarta","vidēja",4.5,"Trail Head",56.45708,22.18053,"Taka ir izstaigājama trīs posmos, garākais posms vienā virzienā ir apm. 4,5km garš, taču izskatās pavisam aizaudzis. Izpļauti ir tikai īsākie posmi, bet arī tajos infrastruktūra un tiltiņi ļoti sliktā stāvoklī. Taka ved pa gleznaino Zaņas upes ieleju. Pa ceļam ir estrāde ar piknika vietām","zanas-likloci","none","true","06/15/2014"
"Zaņas upes krasts","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",56.529407,22.193537,"Atpūtas vieta Zaņas upes krastā, ir galds ar jumtu, miskaste. Vieta ir ļoti nomaļa, uz to ved aptuveni 500m dubļains meža ceļš, pa kuru ar vieglo auto nevar braukt. Apmeklētāji ziņo, ka 2015. gada vasarā šeit ir piemēslots un zeme pilna ar pudeļu stikliem","none","none",,"06/08/2015"
"Zārdava","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",57.106868,22.049393,"Atpūtas vieta","none","none",,
"Ziemeļgaujas skatu tornis","bezmaksas","tornis","parbaudits","standarta","viegla",,"Oil Field",57.664389,26.200806,"Skaists, liels tornis, atklāts 2015. gada Jāņos. No šejienes daļēji paveras skats uz Gauju un apkārtējiem mežiem","ziemelgaujas-tornis","none",,
"Žīguri","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",57.271597,27.660503,"Atpūties lapenē ar iekārtotu ugunskura vietu. Vieta ir tuvu pilsētai un, lai arī labi aprīkota, ir nolaista un piegružota, šķiet šo bieži izmanto vietējie jaunieši lai ballētos.","ziguri-pilseta","none",,"07/19/2015"
"Zīles taka","bezmaksas","taka","neparbaudits","standarta","vidēja",,"Trail Head",57.70293,26.0458,"Taka sākas Zīles centrā. Zīlē var nokļūt, nogriežoties no Valkas – Smiltenes šosejas, sekojot norādei. Dabas takā ir dažādi apskates objekti – galvenokārt Eiropas nozīmes īpaši aizsargājami mežu biotopi, piemēram, nogāžu un upju palieņu meži, kuros aug veci ozoli un citi platlapji. Tas ir nekopts, pirmatnējs mežs ar sakritušiem zariem. Gar taku izlikti stendi ar informāciju par skatāmajiem biotopiem, tiem raksturīgajiem augiem, dzīvniekiem un kukaiņiem. Gājēju ērtībai uzcelti tiltiņi un skatu platformas un izvietotas norādes.","none","none",,
"Zilo kalnu kraujas tornis","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",57.62435,22.27717,"Tornis atrodas uz Slīteres Zilo kalnu kraujas, Dundagas - Mazirbes ceļa malā. No torņa paveras skaists skats, no kura var redzet jūru.","none","none",,
"Ziloņa ezers","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",57.1221528,22.2809309,"Ik pa simts metriem ap Zilņu ezeru ierīkotas atpūtas vietas, dažām ir tikai galds, bet dažas ir arī ar nojumi. Skaisti skati uz ezeru, patīkama vieta. Labākā ir starp ezeriem, kā arī tā kas ziemeļu galā","none","none",,"04/12/2015"
"Atpūtas vieta 'Zveju līkums'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.329544,21.363036,"Pontons Bārtas upē nodrošina lielisku iespēju ikvienam laivotājam gan uzsākt braucienu, gan noslēgt to. Atpūtas vietā iespējams uzsliet savu telti un sasildīties pie ugunskura. Lietus laikā iespējams patverties zem lapenes. Ja pēc laivošanas vēl ir spēka, 'Zveju līkumā' iespējams uzspēlēt arī volejbolu. (upesoga.lv)","none","none",,
"Atpūtas vieta pie Kalētu pilskalna","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.331652,21.385572,"Atpūtas vieta izveidota Kalētu pilskalna pakājē. Bārtas upe šajā posmā ir līkumaina ar iespaidīgu stākrastu upes labajā krastā. (upesoga.lv)","none","none",,
"Atpūtas bāze 'ODS'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.343908,21.248792,"Ekskluzīva brīvās dabas atpūtas vieta mežā, pašā Bārtas upes krastā. Bāzē ir jaunuzceltas, labiekārtotas kempinga mājiņas ar skatu uz upes ieleju (ūdens dušās tiek ņemts no pazemes avotiem), telšu un kemperu vietas, kā arī laivu piestātnes vietas upes krastos. Teritorijā iekārtoti futbola un volejbola laukumi, basketbola grozs, batuts un šūpoles. Labiekārtotas ugunskura un grila vietas. * Iespējama makšķerēšana un loma kūpināšana. Ir lieliskas pastaigu takas gar Bārtas upi. Bērnu priekam ir daži pacietīgi mājdzīvnieki - aitas un kazas. Organizējam pārgājienus pa Bārtas dabas taku (vecais Bārtas-Otaņķu dzelzceļa tilts, Bārtas ūdenskritums (~3m) un ierakumu zonas.) ar iespēju uz ugunskura pagatavot gardu maltīti. Pašreiz mūsu pirts tiek celta un labiekārtota, bet ja klients vēlas, mēs varam vienoties par pārvietojamās pirts piegādi Oda bāzē. Ļoti ērta piebraukšana. (upesoga.lv)","none","none",,
"Atpūtas vieta pie Griezes baznīcas","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.413648,22.219457,"Atpūtas vieta pie baznīcas, netālu no laivošanas sākumpunkta (upesoga.lv)","none","none",,
"Lukužu tilts - atpūtas vieta 'Ineses'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.427074,21.431392,"Atrodas a/c V1208 malā pie Lukužu tilta pār Vārtājas upe Virgas pagasta Paplakā. Tuvumā atrodas degradētās Paplakas garnizona teritorijas. Pēc 500m no atpūtas vietas vērojams upes baltās smilts atsegums. (upesoga.lv)","none","none",,
"Virgas lanka - atpūtas vieta 'Kraujas'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.47256,21.391058,"Atrodas gleznainā Vārtājas senlejā, kuru ieskauj senās upes krasti. Tā ir robežlīnija starp Priekules un Grobiņas novadiem. kilometra attālumā atrodas Virgas barona Noldes muižas komplekss, kurš atvērts apskatei. (upesoga.lv)","none","none",,
"Atpūtas vieta pie tilta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.486555,22.10134,"Atpūtas vieta pie tilta (upesoga.lv)","none","none",,
"Virgas tilts - atpūtas vieta 'Austriņi'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.490364,21.39178,"Laivu piestātne (upesoga.lv)","none","none",,
"Atpūtas vieta, pludmale","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.728691,24.219603,"Atpūtas vieta, pludmale (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.756455,24.147546,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.766137,24.929302,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.769933,24.893507,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.781928,24.881855,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.818252,24.695272,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta 'Sarkanvalki'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.827976,21.417914,"Atpūtas vieta 'Sarkanvalki' (upesoga.lv)","none","none",,
"Atpūtas vieta Rasaiņi","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.834731,21.339732,"Atpūtas vieta Rasaiņi (upesoga.lv)","none","none",,
